'fulfill via','vendor inco term','shipment mode','po sent to vendor date',brand,dosage,'dosage form','unit of measure (per pack)','line item quantity','line item value','pack price','unit price','manufacturing site','first line designation','weight (kilograms)','line item insurance (usd)','sub classification'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,30.321066,11.844777,2.786778,0.251414,'Strides Bangalore India.',True,0.935436,11.313573,Pediatric
'Direct Drop',EXW,Air,8/29/11,Determine,300mg,'Test kit',99.099099,4.079045,33.027775,57.742041,3.268385,'Inverness Japan',True,0.670668,42.078553,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,15mg,Capsule,59.059059,0.346775,0.047903,0.980946,0.083805,'Aurobindo Unit III India',False,18.702893,0.045405,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150mg,Tablet,59.059059,13.846819,3.202445,1.649773,0.167609,'Hetero Unit III Hyderabad IN',False,0.903944,3.46633,Adult
'Direct Drop',DDP,Truck,8/7/09,Generic,50mg,Capsule,29.029029,0.48226,0.203818,3.002289,0.544731,'Aurobindo Unit III India',False,1.519792,0.308752,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,14.514563,11.340744,5.573556,0.502828,'Cipla Goa India',True,1.136053,31.149964,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,4.062916,3.052626,5.358045,0.502828,'Aurobindo Unit III India',True,0.169125,5.081443,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,40.321098,47.127092,8.33804,0.796145,'Aurobindo Unit III India',True,3.417491,78.454266,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,32.256556,25.940902,5.737047,0.544731,'Hetero Unit III Hyderabad IN',True,3.410493,20.590418,Adult
'Direct Drop',DDP,Truck,4/21/10,Norvir,80mg/ml,'Oral solution',89.089089,0.001613,0.00476,10.522874,0.670438,'ABBVIE (Abbott) France',True,1.519792,0.007784,Pediatric
'Direct Drop',DDP,Truck,3/25/10,Ziagen,300mg,'Tablet - blister',59.059059,0.046774,0.207831,30.639696,2.891263,'GSK Ware (UK)',False,1.519792,0.346374,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,23.351688,16.44459,5.023632,0.460926,'Aurobindo Unit III India',False,1.851044,24.887007,Adult
'Direct Drop',DDP,Truck,8/28/14,Generic,300mg,Tablet,59.059059,0.158065,1.147529,51.269285,4.818772,'Aurobindo Unit III India',False,1.519792,0.91069,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,0.966132,1.657261,12.217235,1.131364,'Aurobindo Unit III India',False,3.607611,2.759313,Adult
'Direct Drop',EXW,Air,9/24/12,Generic,150mg,Tablet,59.059059,36.175923,6.934017,1.367379,0.125707,'Micro labs Verna Goa India',True,1.09523,7.506058,Adult
'Direct Drop',DDP,Truck,7/21/09,Generic,600mg,Tablet,29.029029,10.300033,20.4409,14.156832,2.681752,'Cipla Goa India',True,1.519792,30.934923,Adult
'Direct Drop',EXW,Air,1/27/12,Determine,300mg,'Test kit',99.099099,4.650015,38.763503,59.451265,3.352189,'Alere Medical Co. Ltd.',True,1.602605,41.963095,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200/50mg,Tablet,119.119119,5.682276,14.659674,18.400166,0.87995,'Mylan (formerly Matrix) Nashik',True,3.807062,15.869618,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,3.754851,1.279543,2.43007,0.209512,'Ranbaxy Paonta Shahib India',True,0.178456,1.581384,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,161.28923,122.144014,5.402634,0.502828,'Hetero Unit III Hyderabad IN',True,43.062726,116.664332,Adult
'Direct Drop',EXW,Air,1/29/08,Determine,300mg,'Test kit',99.099099,5.158081,42.992007,59.443833,3.352189,'Inverness Japan',True,0.641509,53.113211,'HIV test'
'Direct Drop',EXW,Air,10/23/07,Bioline,300mg,'Test kit',24.024024,16.127471,33.602205,14.862816,3.352189,'Standard Diagnostics Korea',True,3.62744,41.512939,'HIV test'
'Direct Drop',EXW,Air,7/30/10,Determine,300mg,'Test kit',99.099099,8.720996,70.598501,57.742041,3.268385,'Inverness Japan',True,1.43348,117.527022,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,1.120971,0.27246,1.731518,0.167609,'Aurobindo Unit III India',True,0.038491,0.347671,Adult
'Direct Drop',EXW,Air,6/20/12,Determine,300mg,'Test kit',99.099099,0.635486,5.906428,66.139532,3.729311,'Alere Medical Co. Ltd.',False,0.234442,6.39429,'HIV test'
'Direct Drop',EXW,Air,8/14/12,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,20.146839,8.709994,3.084034,0.293317,'Mylan (formerly Matrix) Nashik',False,1.021748,9.428626,Pediatric
'Direct Drop',DDP,Truck,'N/A - From RDC',Generic,300mg,Tablet,59.059059,0.864519,2.356091,19.403407,1.843704,'Cipla Patalganga India',False,1.519792,2.25078,Adult
'Direct Drop',EXW,Air,1/23/12,Uni-Gold,300mg,'Test kit',19.019019,0.037097,0.129032,23.780506,6.704379,'Trinity Biotech Plc',True,0.009331,0.140106,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300mg,Tablet,59.059059,8.759706,10.248901,8.345471,0.796145,'Mylan (formerly Matrix) Nashik',True,0.590188,8.135239,Adult
'Direct Drop',EXW,Air,11/21/13,Bioline,300mg,'Test kit',24.024024,5.966148,12.743636,15.234387,3.435994,'Standard Diagnostics Korea',True,1.494132,10.114887,'HIV test'
'Direct Drop',DDP,Air,3/19/10,Generic,150mg,Tablet,59.059059,537.635605,143.929731,1.909872,0.167609,'Strides Bangalore India.',True,19.240594,239.604901,Adult
'Direct Drop',EXW,Air,11/13/09,Uni-Gold,300mg,'Test kit - Ancillary',1.001001,0.022581,0.078125,23.037365,64.94867,'Trinity Biotech Plc',True,0.005832,0.129728,'HIV test - Ancillary'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200/50mg,Tablet,119.119119,27.742025,77.161868,19.84186,0.921852,'Mylan (formerly Matrix) Nashik',False,5.549633,83.53052,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,30mg,Capsule,59.059059,7.837122,1.216635,1.10728,0.083805,'Aurobindo Unit III India',True,2.372416,1.840839,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,9.482289,7.122794,5.358045,0.502828,'Aurobindo Unit III India',False,8.477245,11.857133,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,0.320969,0.078293,1.731518,0.167609,'Macleods Daman Plant INDIA',False,3.093238,0.084323,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/200/300mg,'Tablet - FDC',29.029029,13.933916,21.832293,11.176838,2.095118,'Mylan (formerly Matrix) Nashik',True,1.141885,23.633835,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,0.782261,0.236795,2.155108,0.209512,'Hetero Unit III Hyderabad IN',True,0.026827,0.358049,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,122.78588,92.090471,5.350614,0.502828,'Strides Bangalore India.',False,1.519792,113.770101,Adult
'Direct Drop',DDP,Air,3/27/09,Epivir,10mg/ml,'Oral solution',239.239239,3.062913,1.774868,4.131863,0.083805,'GSK Mississauga (Canada)',False,1.519792,2.686666,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,0.619357,0.130662,1.501144,0.041902,'Aurobindo Unit III India',False,0.232109,0.166052,Pediatric
'Direct Drop',DDP,Truck,'N/A - From RDC',Stocrin/Sustiva,50mg,Capsule,29.029029,0.320969,0.099463,2.199697,0.419024,'MSD Midrand J burg SA',False,1.519792,0.150484,Pediatric
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,98.272898,116.700793,8.471805,0.796145,'Aurobindo Unit III India',True,8.003695,176.614205,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,5.55647,4.782259,6.138343,0.586633,'Mylan (formerly Matrix) Nashik',True,7.723764,6.093321,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,142.46175,96.756211,4.845278,0.460926,'Hetero Unit III Hyderabad IN',True,1.519792,87.932189,Adult
'Direct Drop',EXW,Air,3/17/15,Uni-Gold,300mg,'Test kit',19.019019,0.272582,0.91398,23.780506,6.704379,'Trinity Biotech Plc',True,0.06765,0.830259,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300mg,Tablet,59.059059,11.772619,9.456164,5.729616,0.544731,'Aurobindo Unit III India',False,4.134815,14.310288,Adult
'Direct Drop',DDP,Truck,12/2/13,Generic,10mg/ml,'Oral solution',239.239239,0.004839,0.004595,5.083083,0.125707,'Cipla Goa India',False,1.519792,0.003892,Pediatric
'Direct Drop',EXW,Air,12/8/14,Generic,300mg,Tablet,29.029029,22.579105,8.350148,2.63815,0.502828,'Hetero Unit III Hyderabad IN',False,2.74799,6.6278,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,42.821106,50.851897,8.471805,0.796145,'Aurobindo Unit III India',True,3.488641,76.958503,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,89.089089,8.25164,7.995325,6.91121,0.419024,'Strides Bangalore India.',True,0.388404,7.637084,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,0.248388,0.337501,9.631105,0.921852,'Mylan (formerly Matrix) Nashik',False,6.878139,0.321725,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',OraQuick,300mg,'Test kit',99.099099,0.046774,2.016132,297.256324,16.760947,'Pacific Biotech Thailand',True,0.083979,31.149964,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,49.772741,16.643273,2.385482,0.460926,'Cipla Goa India',True,23.286764,13.210196,Adult
'Direct Drop',CIP,Air,6/13/08,Generic,150/300mg,'Tablet - FDC',59.059059,72.850235,69.664467,6.822033,0.628536,'Aurobindo Unit III India',True,4.610698,86.065404,Adult
'Direct Drop',FCA,Air,3/12/10,Aluvia,200/50mg,Tablet,119.119119,4.603241,17.34492,26.871972,1.257071,'ABBVIE Ludwigshafen Germany',True,1.519792,28.874844,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,89.089089,0.119355,0.117188,6.91121,0.419024,'Strides Bangalore India.',True,0.005832,0.093404,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,85.805116,23.775576,1.976755,0.167609,'Strides Bangalore India.',False,8.281293,39.579993,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,23.062978,19.845126,6.138343,0.586633,'Cipla Goa India',False,8.795667,18.954549,Adult
'Direct Drop',DDP,Truck,'N/A - From RDC',Zerit,40mg,Capsule,59.059059,0.159678,0.086862,3.842038,0.377121,'BMS Meymac France',False,1.519792,0.107674,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/30mg,'Tablet - FDC',29.029029,112.901977,23.521543,1.486282,0.293317,'Cipla Goa India',False,4.946615,29.059057,Adult
