@relation CorrelationTest

@attribute 'fulfill via' {'From RDC','Direct Drop'}
@attribute 'vendor inco term' {'N/A - From RDC',EXW,CIP,FCA,DDP,DAP,DDU}
@attribute 'shipment mode' {Truck,Air,Ocean,'Air Charter'}
@attribute 'po sent to vendor date' {'N/A - From RDC',11/13/09,2/20/15,2/28/08,9/14/11,8/26/08,10/27/10,5/2/11,10/2/08,6/30/14,2/28/14,5/9/13,3/2/11,8/21/08,9/30/09,9/16/10,10/10/12,3/17/08,8/3/11,12/6/12,8/5/13,2/26/13,2/27/13,12/10/07,11/18/14,9/12/12,2/12/14,6/20/12,4/28/08,2/15/12,8/21/12,8/22/12,4/7/08,7/16/12,5/20/14,6/12/08,7/18/08,8/7/13,3/13/15,3/11/08,2/26/14,12/29/11,7/10/13,5/5/11,5/18/11,1/11/13,10/5/09,10/4/12,7/26/12,3/20/14,8/10/12,8/12/13,5/14/09,6/2/14,8/18/09,7/7/09,3/31/09,6/21/07,2/2/11,10/16/12,4/9/09,5/18/09,12/2/09,6/25/15,8/10/10,7/9/14,9/11/13,4/20/09,8/14/14,1/17/12,5/22/13,10/29/14,3/16/15,8/28/14,2/3/14,12/4/13,11/21/12,8/28/07,2/5/10,4/2/09,8/1/11,1/27/12,3/3/08,10/22/08,8/6/13,1/27/09,3/24/10,1/17/13,5/23/08,3/17/15,9/3/09,11/5/14,7/9/09,10/23/09,1/7/08,6/4/09,7/31/12,1/23/12,1/14/09,10/7/10,8/18/11,10/5/11,5/21/13,8/30/11,4/20/11,10/22/09,7/31/08,6/13/12,11/16/11,2/25/11,3/13/08,10/27/08,9/4/13,6/20/08,6/18/14,4/24/12,6/21/10,8/13/12,11/21/13,5/27/09,5/23/11,1/12/10,5/13/08,1/15/13,12/4/14,7/20/11,9/21/11,11/19/07,11/16/07,6/5/12,5/12/15,6/14/12,4/30/09,1/3/08,10/18/07,5/29/13,4/4/09,4/29/14,2/27/14,4/3/14,8/12/11,7/18/11,4/11/13,6/2/09,3/11/09,4/19/06,4/9/12,11/19/14,8/2/12,9/15/11,8/27/14,8/4/11,12/26/12,3/28/12,2/26/08,8/23/10,5/26/15,1/28/14,9/4/14,2/12/13,3/25/09,7/6/07,8/13/14,2/6/12,6/23/14,4/21/11,4/20/15,8/31/09,11/6/12,11/14/08,10/15/13,8/27/08,6/7/10,8/29/08,2/29/08,7/21/10,12/22/09,2/18/09,12/18/14,7/30/10,9/2/10,5/8/13,8/29/11,10/16/14,7/30/14,3/19/12,9/22/11,1/23/13,6/13/11,5/20/08,11/1/13,1/29/08,9/17/08,10/24/08,11/30/07,2/17/12,12/2/08,9/25/14,7/1/14,4/1/13,5/19/14,12/8/14,6/6/09,7/17/15,12/11/08,12/16/14,5/6/14,8/22/08,4/5/12,1/8/10,11/13/13,12/14/06,3/19/14,6/1/10,7/26/07,2/1/12,1/2/13,9/18/08,11/22/10,1/25/07,3/1/07,4/15/09,9/24/10,8/11/09,7/2/12,9/7/11,5/22/15,3/5/14,10/29/09,7/9/12,12/9/10,2/17/10,3/30/11,10/14/08,5/31/11,7/28/08,8/24/11,5/27/10,9/19/14,2/25/08,10/22/14,1/26/09,10/22/12,1/26/15,8/27/10,1/30/14,5/7/12,4/18/11,2/19/14,1/12/12,1/9/12,10/23/07,4/27/09,2/14/13,9/29/09,12/28/06,3/31/11,5/3/12,5/13/07,3/27/12,9/19/11,11/12/13,1/5/08,1/22/14,10/6/10,9/24/08,1/5/09,12/29/06,12/12/12,8/15/11,7/2/09,8/7/09,1/21/10,8/28/11,2/24/09,11/24/10,3/23/11,6/8/10,9/11/09,6/4/13,3/21/12,2/6/08,2/3/12,2/25/13,12/7/10,10/7/09,5/15/12,6/30/08,9/3/08,10/9/14,6/17/10,8/19/13,8/29/14,11/9/09,12/1/10,6/13/13,8/12/09,1/7/15,6/2/15,2/10/10,3/19/10,2/17/15,12/13/11,6/28/13,2/11/13,3/28/11,12/23/09,3/4/15,12/2/13,3/25/10,11/18/11,8/13/13,4/30/14,8/24/15,9/10/13,5/18/12,11/19/09,12/10/14,7/3/13,6/28/12,5/12/11,5/8/14,9/22/09,6/12/12,11/28/14,2/8/11,7/1/08,3/24/11,4/23/14,10/4/11,11/11/09,1/13/12,10/10/13,5/21/14,11/14/14,8/11/14,3/9/15,10/18/10,12/24/14,12/14/10,7/21/09,7/15/09,7/4/07,11/21/07,10/3/11,4/4/12,1/22/13,3/29/10,11/2/09,4/3/12,10/3/07,5/10/13,2/9/10,5/5/14,4/14/11,1/16/09,8/23/13,5/13/15,5/26/14,10/3/14,10/15/09,10/11/11,8/14/12,6/24/10,10/28/13,1/15/10,3/4/09,9/14/09,4/28/15,5/23/14,3/14/14,9/24/12,4/10/08,7/17/09,11/11/11,3/31/14,6/26/09,11/5/09,3/27/09,2/12/15,2/5/13,9/30/11,3/31/08,3/18/10,3/21/14,7/31/13,3/10/14,3/31/10,10/15/10,6/25/14,11/29/06,5/13/09,6/16/10,11/14/06,4/29/09,6/11/13,4/4/08,11/7/12,4/17/12,1/30/15,9/28/10,1/16/14,8/25/10,8/9/12,3/22/13,3/5/10,5/7/15,2/20/08,10/21/08,5/27/14,1/4/08,12/17/13,12/15/14,12/6/07,1/25/10,5/15/13,11/3/08,7/24/08,1/21/08,7/8/14,1/20/10,5/15/08,8/27/13,5/30/14,9/27/10,1/25/12,4/25/13,4/21/10,8/19/14,10/25/13,12/6/10,3/25/11,8/6/14,4/29/11,11/12/07,9/21/10,2/23/15,7/31/14,7/12/12,7/28/15,2/5/09,4/1/11,8/5/14,11/23/09,9/9/13,9/29/10,9/17/10,10/8/12,7/3/12,5/27/11,5/7/07,10/16/13,10/10/11,6/24/13,1/24/12,12/2/06,3/26/13,10/12/12,12/5/07,7/13/09,1/9/07,11/15/06,2/10/14,11/26/09,8/11/10,11/4/14,7/16/09,5/28/14,3/26/10,4/11/14,10/14/10,6/8/12,10/7/13,9/23/08,7/8/11,5/1/13,7/25/13,11/28/13,6/5/09,7/3/08,2/15/11,8/15/12,3/19/15,7/16/13,10/30/14,2/9/11,3/8/12,2/6/13,11/17/06,5/11/15,11/4/13,7/1/10,11/2/11,3/7/14,4/4/11,10/31/12,3/6/09,12/19/14,9/26/12,9/2/13,4/16/12,2/1/11,11/17/09,6/23/09,1/7/10,5/16/14,8/3/09,11/9/11,4/29/10,11/4/10,3/2/15,10/22/13,10/24/13,7/1/13,8/25/14,10/30/13,11/25/14,12/31/14,1/16/12,2/4/14,4/15/14,5/14/08,2/14/14,11/1/11,11/22/07,2/6/15,11/2/10,10/25/12,3/3/14,6/22/11,6/29/09,12/30/08,7/11/12,2/13/13,4/17/15,1/11/10,6/11/12,1/29/10,11/18/10,12/8/09,7/30/13,9/19/13,3/7/10,4/23/10,3/13/09,12/27/13,4/15/10,3/12/10,3/11/13,9/12/14,7/7/11,4/24/09,8/2/13,1/21/11,6/3/14,5/17/13,5/27/15,4/14/14,3/19/09,2/24/12,6/13/08,9/10/10,3/30/09,5/26/11,8/4/14,2/9/15,7/25/08,11/19/08,5/1/12,7/15/08,6/10/08,12/30/11,6/26/14,7/18/12,2/15/08,3/28/13,5/23/13,3/6/13,11/15/14,1/24/08,7/3/07,8/19/09,6/1/12,5/29/15,11/24/09,1/18/12,5/1/14,7/30/12,5/15/14,11/10/10,6/12/13,9/17/13,1/7/11,2/24/15,5/8/09,1/25/11,7/17/12,7/17/07,11/19/10,5/5/10,10/8/13,11/17/14,11/9/12,2/12/10,8/9/13,6/19/14,11/6/09,8/2/10,7/18/14,3/17/13,3/18/09,6/20/14,8/20/14,2/4/13,8/26/14,1/3/13,3/9/12,7/10/15,12/14/09,5/7/14,2/7/13,12/5/06,8/4/15,3/14/12,11/12/14,3/8/13,7/23/08,7/11/14,2/8/13,3/14/13,5/19/11,11/4/08,7/14/15,10/31/13}
@attribute brand {Generic,Uni-Gold,Determine,Stat-Pak,Bioline,OraQuick,Capillus,Genie,LAV,Multispot,'Colloidal Gold',Clearview,Reveal,'First Response',Hexagon,DoubleCheck,InstantCHEK,Coartem,Aluvia,Truvada,Crixivan,Norvir,Isentress,Zerit,Invirase,Viramune,'Videx EC',Prezista,Intelence,Viread,Retrovir,Trizivir,Combivir,Epivir,Ziagen,Kaletra,Atripla,Viracept,Stocrin/Sustiva,Paramax,Videx,Reyataz}
@attribute dosage {300mg,20/120mg,50+153mg,150mg,200mg,150/300/200mg,200/50mg,300/300mg,600/300mg,300/200mg,150/300mg,250mg,600mg,30mg,400mg,100mg,15mg,600/300/300mg,200/300mg,150/200/30mg,40mg,150/30mg,600/200/300mg,20mg,150/300mg+600mg,300/150/300mg,300/100mg,500mg,150/200/40mg,133.3/33.3mg,150/300+200mg,500/25mg,10mg/ml,50mg,80/20mg/ml,100/25mg,60/12mg,20mg/ml,30mg/ml,30/50/60mg,30/60mg,60/30mg,30/50/6mg,25mg,30/6mg,80mg/ml,1mg/ml,60mg,50mg/g,125mg,60/100/12mg}
@attribute 'dosage form' {'Test kit - Ancillary','Test kit','Tablet - FDC + blister','Tablet - FDC + co-blister',Tablet,'Tablet - FDC','Delayed-release capsules',Capsule,'Delayed-release capsules - blister','Tablet - blister','Oral solution','Chewable/dispersible tablet','Chewable/dispersible tablet - FDC','Oral suspension','Powder for oral solution',Injection,'Oral powder'}
@attribute 'unit of measure (per pack)' numeric
@attribute 'line item quantity' numeric
@attribute 'line item value' numeric
@attribute 'pack price' numeric
@attribute 'unit price' numeric
@attribute 'manufacturing site' {'Inverness Japan','Trinity Biotech Plc','Alere Medical Co. Ltd.','Chembio Diagnostics Sys. Inc.','Standard Diagnostics Korea','Orasure Technologies Inc USA','Bio-Rad Laboratories','KHB Test Kit Facility Shanghai China','ABBVIE GmbH & Co.KG Wiesbaden','Pacific Biotech Thailand','Ranbaxy Fine Chemicals LTD','Not Applicable','Premier Med. Corp Ltd. India','Human Diagnostic','Orasure Technologies Inc','INVERNESS ANY','Inverness USA','EY Laboratories USA','Novartis Pharma Suffern USA','Novartis Pharma AG Switzerland','Ipca Dadra/Nagar Haveli IN','Aurobindo Unit III India','Cipla Goa India','Strides Bangalore India.','Mylan (formerly Matrix) Nashik','ABBVIE Ludwigshafen Germany','Ranbaxy per Shasun Pharma','Aspen-OSD Port Elizabeth SA','Hetero Unit III Hyderabad IN','MSD Haarlem NL','ABBVIE (Abbott) Logis. UK','Macleods Daman Plant INDIA','Aurobindo Unit VII IN','Cipla Kurkumbh India','Ranbaxy Paonta Shahib India','BMS Meymac France','Roche Basel','Boehringer Ing. Koropi GR','Micro labs Verna Goa India','Janssen-Cilag Latina IT','ABBVIE (Abbott) France','Hetero Jadcherla unit 5 IN','Ranbaxy per Shasun Pharma Ltd','Bristol-Myers Squibb Anagni IT','Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India','GSK Ware (UK)','Gilead(Nycomed) Oranienburg DE','GSK U1 Poznan Poland','GSK Aranda','GSK Cape Town Factory (South Africa)','Cipla Patalganga India','Janssen Ortho LLC Puerto Rico','BI Ingelheim Germany','Cipla Ltd A-42 MIDC Mahar. IN','MSD Elkton USA','Mylan  H-12 & H-13 India','ABBVIE (Abbott) St. P burg USA',ABBSP,'Roche Madrid','MSD Midrand J burg SA','Guilin OSD site No 17 China','Micro Labs Hosur India','Meditab (for Cipla) Daman IN','Micro Labs Ltd. (Brown & Burk) India','Weifa A.S. Hausmanngt. 6 P.O. Box 9113 GrÃ¸nland 0133 Oslo Norway','ABBVIE Labs North Chicago US','GSK Mississauga (Canada)','MSD Manati Puerto Rico (USA)','GSK Barnard Castle UK','BMS Evansville US','GSK Crawley','Boehringer Ingelheim Roxane US'}
@attribute 'first line designation' {True,False}
@attribute 'weight (kilograms)' numeric
@attribute 'line item insurance (usd)' numeric
@attribute 'sub classification' {'HIV test - Ancillary','HIV test',ACT,Adult,Malaria,Pediatric}

@data
'Direct Drop',DDP,Truck,8/29/14,Generic,250mg,'Delayed-release capsules',29.029029,0.01129,0.022606,12.499628,2.346533,'Aurobindo Unit III India',False,1.519792,0.022054,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,72.761525,85.04178,8.33804,0.796145,'Mylan (formerly Matrix) Nashik',True,7.208224,108.346176,Adult
'Direct Drop',DDP,Truck,'N/A - From RDC',Kaletra,80/20mg/ml,'Oral solution',299.299299,0.014516,0.059577,26.351773,0.502828,'ABBVIE (Abbott) Logis. UK',False,1.519792,0.073945,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,33.227527,22.395019,4.808121,0.460926,'Cipla Goa India',False,22.687245,33.89272,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,1mg/ml,'Powder for oral solution',199.199199,0.966132,0.135081,0.995809,0.041902,'Aurobindo Unit III India',False,0.46072,0.172538,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,16.493602,3.883242,1.679498,0.167609,'Hetero Unit III Hyderabad IN',False,0.459553,3.708922,Adult
'Direct Drop',DDP,Ocean,3/28/11,Generic,300mg,Tablet,29.029029,181.603812,122.394292,4.808121,0.921852,'Cipla Goa India',True,9.320537,155.934275,Adult
'Direct Drop',EXW,Air,7/26/07,OraQuick,300mg,'Test kit',99.099099,0.03871,1.470096,260.099284,14.665829,'Pacific Biotech Thailand',True,0.069983,1.816191,'HIV test'
'Direct Drop',EXW,Air,10/14/08,Determine,300mg,'Test kit',99.099099,7.740348,58.06461,53.506138,3.01697,'Inverness Japan',True,1.65276,87.875108,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,0.111291,0.030343,1.917303,0.167609,'Strides Bangalore India.',False,0.053653,0.032432,Adult
'Direct Drop',CIP,Air,11/2/11,Isentress,400mg,Tablet,59.059059,0.370969,3.551165,67.997384,6.36916,'MSD Haarlem NL',True,0.026827,4.52491,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,30/6mg,'Chewable/dispersible tablet - FDC',59.059059,5.94518,1.176968,1.411968,0.125707,'Cipla Goa India',True,0.247272,1.958892,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,1.12581,0.284204,1.798401,0.167609,'Hetero Unit III Hyderabad IN',False,0.572692,0.307455,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,300mg,Tablet,59.059059,2.735493,2.146914,5.59585,0.544731,'Aurobindo Unit III India',True,7.843901,3.249685,Adult
'Direct Drop',DDP,Truck,2/12/15,Generic,150/300mg,'Tablet - FDC',59.059059,0.029032,0.068475,15.94037,1.508485,'Aurobindo Unit III India',True,1.519792,0.054486,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,26.788796,37.060006,9.86891,0.921852,'Aurobindo Unit III India',True,2.136807,45.78488,Adult
'Direct Drop',DDP,Truck,'N/A - From RDC',Generic,400mg,'Delayed-release capsules',29.029029,0.403227,0.839393,14.788502,2.765556,'Aurobindo Unit III India',False,1.519792,0.801719,Adult
'Direct Drop',EXW,Air,11/9/12,Generic,10mg/ml,'Oral solution',239.239239,1.112907,0.243801,1.560596,0.041902,'Aurobindo Unit III India',False,0.509708,0.23351,Pediatric
'Direct Drop',EXW,Air,1/23/12,Stat-Pak,300mg,'Test kit',19.019019,0.546776,1.656589,21.551083,6.075843,'Chembio Diagnostics Sys. Inc.',True,0.149297,1.79284,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200/300mg,'Tablet - FDC',29.029029,1.611296,1.97413,8.731905,1.634192,'Mylan (formerly Matrix) Nashik',True,0.104974,3.286009,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,31.375908,15.035038,3.418448,0.628536,'Aurobindo Unit III India',False,12.02887,25.029708,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,200/300mg,'Tablet - FDC',29.029029,102.792267,125.815223,8.731905,1.634192,'Mylan (formerly Matrix) Nashik',True,5.999855,190.408176,Adult
'Direct Drop',DDP,Truck,3/9/15,Generic,300mg,Tablet,29.029029,0.220968,0.320347,10.270206,1.927509,'Mylan (formerly Matrix) Nashik',False,1.519792,0.254267,Adult
'Direct Drop',EXW,Air,11/19/09,Generic,200/50mg,Tablet,119.119119,1.191939,4.662306,27.86778,1.298973,'Aurobindo Unit III India',True,0.236775,7.761622,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,3.224204,0.705646,1.560596,0.041902,'Aurobindo Unit III India',False,8.795667,0.674585,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,3.224204,0.705646,1.560596,0.041902,'Aurobindo Unit III India',False,6.570215,0.674585,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,4.161304,1.626137,2.786778,0.251414,'Strides Bangalore India.',True,0.128302,1.290793,Pediatric
'Direct Drop',DDP,Truck,12/2/13,Generic,10mg/ml,'Oral solution',239.239239,0.004839,0.004499,4.979043,0.125707,'Aurobindo Unit III India',False,1.519792,0.003892,Pediatric
'Direct Drop',FCA,Air,3/8/13,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.030645,0.204369,45.197824,0.838047,'ABBVIE (Abbott) Logis. UK',True,0.060652,0.194592,Pediatric
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,200mg,Tablet,59.059059,31.745264,7.473732,1.679498,0.167609,'Strides Bangalore India.',True,2.021335,7.138928,Adult
'Direct Drop',EXW,Air,6/26/09,Generic,150mg,Tablet,59.059059,44.321111,11.080663,1.783538,0.167609,'Aurobindo Unit III India',False,3.61461,16.76993,Adult
'Direct Drop',EXW,Air,9/10/13,Generic,150/300/200mg,'Tablet - FDC',59.059059,98.271285,82.917624,6.019441,0.544731,'Cipla Goa India',True,10.075185,79.197607,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,193.547399,45.56459,1.679498,0.167609,'Aurobindo Unit III India',True,13.318886,43.51983,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Aluvia,200/50mg,Tablet,119.119119,14.127465,29.759322,15.026307,0.71234,'ABBVIE Ludwigshafen Germany',True,2.09715,28.424688,Adult
'Direct Drop',EXW,Air,2/18/09,Uni-Gold,300mg,'Test kit',19.019019,1.8742,6.252698,23.780506,6.704379,'Trinity Biotech Plc',True,0.449056,9.462356,'HIV test'
'Direct Drop',EXW,Air,4/29/09,Generic,250mg,'Delayed-release capsules',29.029029,0.240323,0.327621,9.660831,1.801802,'Aurobindo Unit III India',True,0.034991,0.495561,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,0.693551,0.209997,2.155108,0.209512,'Aurobindo Unit III India',True,0.439725,0.259456,Adult
'Direct Drop',DDP,Ocean,3/28/11,Generic,150mg,Tablet,59.059059,709.678096,179.637387,1.805832,0.167609,'Strides Bangalore India.',True,22.819046,228.863428,Adult
'Direct Drop',FCA,Air,3/30/09,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.079033,0.345263,30.543087,0.586633,'ABBVIE (Abbott) Logis. UK',True,0.115472,0.522804,Pediatric
'Direct Drop',DDP,Truck,9/22/09,Generic,150mg,Tablet,59.059059,13.137139,13.28277,7.215897,0.670438,'Aurobindo Unit III India',False,1.519792,20.102641,Adult
'Direct Drop',DDP,Truck,12/23/09,Generic,50mg,Capsule,29.029029,0.369356,0.161272,3.098897,0.586633,'Aurobindo Unit III India',False,1.519792,0.268537,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,1mg/ml,'Oral solution',199.199199,14.595208,2.204725,1.077554,0.041902,'Aurobindo Unit III India',True,1.264355,2.724287,Pediatric
'Direct Drop',DDP,Truck,10/9/14,Generic,400mg,'Delayed-release capsules',29.029029,0.012903,0.023093,11.34776,2.137021,'Aurobindo Unit III India',False,1.519792,0.018162,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,44.135626,21.103083,3.411016,0.628536,'Ranbaxy per Shasun Pharma',True,3.365004,16.750471,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,12.23391,10.387433,6.056598,0.586633,'Aurobindo Unit III India',False,6.858311,12.832687,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,161.28923,109.543187,4.845278,0.460926,'Hetero Unit III Hyderabad IN',True,10.328289,86.951445,Adult
'Direct Drop',EXW,Air,1/16/09,Generic,300mg,Tablet,59.059059,0.540324,0.423388,5.573556,0.502828,'Mylan (formerly Matrix) Nashik',True,0.020995,0.640856,Adult
'Direct Drop',CIP,Air,6/29/09,Atripla,600/200/300mg,'Tablet - FDC',29.029029,9.869387,51.822664,37.454297,7.039598,'MSD Haarlem NL',True,1.519792,78.42832,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,60/100/12mg,'Chewable/dispersible tablet - FDC',59.059059,12.730686,5.703,3.195505,0.293317,'Cipla Goa India',False,2.687338,5.447276,Pediatric
'Direct Drop',FCA,Air,4/4/12,Generic,100/25mg,Tablet,59.059059,0.337098,0.261089,5.499242,0.502828,'ABBVIE Ludwigshafen Germany',True,0.04199,0.282807,Pediatric
'Direct Drop',EXW,Air,3/30/11,Determine,300mg,'Test kit',99.099099,4.464531,36.14779,57.742041,3.268385,'Inverness Japan',True,0.732486,46.053417,'HIV test'
'Direct Drop',EXW,Air,2/20/15,Determine,300mg,'Test kit - Ancillary',99.099099,0.030645,0.026882,5.945126,0.335219,'Alere Medical Co. Ltd.',False,1.519792,0.024648,'HIV test - Ancillary'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,514.758112,118.501787,1.642341,0.167609,'Hetero Unit III Hyderabad IN',True,22.932184,94.061834,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,0.401614,0.346943,6.138343,0.586633,'Aurobindo Unit III India',False,3.093238,0.376211,Adult
'Direct Drop',EXW,Air,8/15/12,Generic,300mg,Tablet,59.059059,0.845164,0.582158,4.904729,0.460926,'Cipla Goa India',True,0.039657,0.630478,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,23.172655,8.786896,2.705033,0.502828,'Strides Bangalore India.',True,5.142567,9.511652,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,239.626579,162.747218,4.845278,0.460926,'Aurobindo Unit III India',False,22.389818,129.18178,Adult
'Direct Drop',DDP,Truck,8/24/15,Generic,400mg,'Delayed-release capsules',29.029029,0.01129,0.020528,11.34776,2.137021,'Aurobindo Unit III India',False,1.519792,0.016865,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/300mg,'Tablet - FDC',29.029029,5.482276,7.723131,10.047264,1.885607,'Mylan (formerly Matrix) Nashik',True,0.288096,7.37633,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Capsule,89.089089,0.337098,0.538408,11.340329,0.71234,'Aurobindo Unit III India',False,2.431901,0.814691,Pediatric
'Direct Drop',DDP,Ocean,9/24/10,Generic,150mg,Tablet,59.059059,40.872712,10.090833,1.761244,0.167609,'Aurobindo Unit III India',True,1.491799,16.79847,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,600mg,Tablet,29.029029,0.445163,0.318793,5.090515,0.963754,'Aurobindo Unit III India',True,0.062984,0.482588,Adult
'Direct Drop',DDP,Ocean,3/24/11,Generic,50mg,Capsule,29.029029,72.953461,18.542718,1.813264,0.335219,'Aurobindo Unit III India',True,3.118898,23.623457,Pediatric
'Direct Drop',DDP,Truck,12/2/13,Generic,250mg,'Delayed-release capsules',29.029029,0.025807,0.040761,10.604619,2.011314,'Aurobindo Unit III India',False,1.519792,0.038918,Adult
'Direct Drop',EXW,Air,10/29/14,Determine,300mg,'Test kit',99.099099,9.691967,89.867416,66.139532,3.729311,'Alere Medical Co. Ltd.',True,7.00994,71.333499,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,9.240352,26.503218,20.458667,1.927509,'Aurobindo Unit III India',True,0.66367,32.743331,Adult
'Direct Drop',DDP,Truck,7/21/09,Norvir,100mg,Capsule,83.083083,0.529034,0.562118,7.557742,0.502828,'ABBVIE (Abbott) Logis. UK',True,1.519792,0.851015,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,161.28923,172.883343,7.646919,0.71234,'Mylan (formerly Matrix) Nashik',True,15.227082,187.153302,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,125.937503,70.315893,3.983235,0.754243,'Mylan (formerly Matrix) Nashik',True,8.736181,89.584923,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/30mg,'Tablet - FDC',59.059059,28.224285,11.466752,2.898249,0.251414,'Mylan (formerly Matrix) Nashik',True,1.506962,17.353706,Adult
'Direct Drop',DDP,Truck,6/25/14,Generic,20mg/ml,'Oral solution',239.239239,0.037097,0.098832,18.214381,0.419024,'Aurobindo Unit III India',True,1.519792,0.077837,Pediatric
'Direct Drop',EXW,Air,4/28/08,Determine,300mg,'Test kit',99.099099,0.159678,1.209511,53.498707,3.01697,'Inverness Japan',True,0.029159,1.494466,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,55.729212,25.078831,3.210368,0.586633,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',False,3.072243,31.950693,Adult
'Direct Drop',EXW,Air,4/29/09,Generic,30mg,Capsule,59.059059,9.753257,1.473389,1.077554,0.083805,'Aurobindo Unit III India',False,2.104148,2.230023,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Kaletra,80/20mg/ml,'Oral solution',299.299299,1.014519,4.350309,30.543087,0.586633,'ABBVIE (Abbott) Logis. UK',True,0.096809,5.374628,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/30mg,'Tablet - FDC',59.059059,12.001652,3.250879,1.932166,0.167609,'Hetero Unit III Hyderabad IN',True,14.472435,2.580289,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,11.498424,5.630217,3.492762,0.670438,'Aurobindo Unit VII IN',True,0.780308,5.377223,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,'Chewable/dispersible tablet',59.059059,9.701644,15.666692,11.518683,1.089462,'Aurobindo Unit III India',False,7.682941,26.080504,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/200/300mg,'Tablet - FDC',29.029029,30.666228,43.733548,10.173598,1.927509,'Mylan (formerly Matrix) Nashik',False,5.380508,41.771098,Adult
'Direct Drop',DDP,Truck,8/29/14,Generic,150/300mg,'Tablet - FDC',59.059059,0.383872,1.314975,24.337862,2.30463,'Hetero Unit III Hyderabad IN',False,1.519792,1.255766,Adult
