'project code','pq #',country,'managed by','fulfill via','vendor inco term','shipment mode','pq first sent to client date','po sent to vendor date','scheduled delivery date','delivered to client date','delivery recorded date','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','line item quantity','line item value','pack price','unit price','manufacturing site','first line designation','weight (kilograms)','freight cost (usd)','line item insurance (usd)','sub classification'
119-NA-T01,'Pre-PQ Process',Namibia,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',9/24/08,29-Oct-08,29-Oct-08,29-Oct-08,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,0.240323,1.814267,53.498707,3.01697,'Inverness Japan',True,0.053653,9.31216,2.74634,'HIV test'
102-BW-T01,'Pre-PQ Process',Botswana,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',10/2/08,28-Nov-08,28-Nov-08,28-Nov-08,'HIV 1 Uni-Gold Recombigen HIV Control Vial 2 x 0.5 ml',Uni-Gold,300mg,'Test kit - Ancillary',1.001001,0.022581,0.075605,22.294224,62.853551,'Trinity Biotech Plc',True,0.001166,1.99294,0.114161,'HIV test - Ancillary'
110-ZM-T01,'Pre-PQ Process',Zambia,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',10/2/08,23-Jan-09,23-Jan-09,23-Jan-09,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,0.512905,1.07191,14.862816,3.352189,'Standard Diagnostics Korea',True,0.116638,3.871847,1.621599,'HIV test'
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Truck,'Pre-PQ Process','N/A - From RDC',17-May-09,9-Oct-08,9-Oct-08,'Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,29.029029,0.12742,0.307527,17.003062,3.18458,'Aspen-OSD Port Elizabeth SA',True,1.519792,23.33324,0.465723,Adult
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Truck,'Pre-PQ Process','N/A - From RDC',17-May-09,17-May-09,17-May-09,'Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,29.029029,0.191936,0.461291,17.003062,3.18458,'Aspen-OSD Port Elizabeth SA',True,1.519792,23.33324,0.697936,Adult
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Truck,'Pre-PQ Process','N/A - From RDC',17-May-09,9-Oct-08,9-Oct-08,Stavudine,Zerit,1mg/ml,'Powder for oral solution',199.199199,0.966132,0.144153,1.062691,0.041902,'BMS Meymac France',False,1.519792,23.33324,0.217943,Pediatric
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Truck,'Pre-PQ Process','N/A - From RDC',17-May-09,9-Oct-08,9-Oct-08,Didanosine,Videx,100mg,'Chewable/dispersible tablet',59.059059,0.009677,0.015348,9.697988,0.921852,'BMS Meymac France',False,1.519792,23.33324,0.023351,Pediatric
108-VN-T01,'Pre-PQ Process',Vietnam,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',12/5/07,22-Jan-08,22-Jan-08,22-Jan-08,Stavudine,Generic,15mg,Capsule,59.059059,0.64355,0.100807,1.114711,0.083805,'Aurobindo Unit III India',True,0.096809,8.373138,0.124539,Adult
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Truck,'Pre-PQ Process','N/A - From RDC',17-May-09,9-Oct-08,9-Oct-08,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.062903,0.231116,25.556612,0.460926,'ABBVIE (Abbott) Logis. UK',False,1.519792,23.33324,0.350265,Pediatric
102-GY-T01,'Pre-PQ Process',Guyana,'PMO - US','Direct Drop',CIP,Air,'Pre-PQ Process',11/19/08,6-Feb-09,6-Feb-09,6-Feb-09,'Malaria Paramax-3 Kit',Paramax,300mg,'Test kit',24.024024,0.172581,0.680445,27.86778,6.285355,'Not Applicable',True,1.519792,23.33324,1.03004,Malaria
109-TZ-T01,'Pre-PQ Process',Tanzania,'PMO - US','Direct Drop',CIP,Air,'Pre-PQ Process',12/19/08,21-Apr-09,21-Apr-09,21-Apr-09,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Atripla,600/200/300mg,'Tablet - FDC',29.029029,80.643809,423.38778,37.454297,7.039598,'MSD Haarlem NL',True,4.773991,32.239499,640.752214,Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',12/19/08,2-Mar-09,2-Mar-09,2-Mar-09,'Quinine (as dihydrochloride)',Generic,600mg/2ml,Injection,99.099099,0.224194,0.458905,14.498677,0.838047,'Gland Pharma Ltd Pally Factory',True,6.07567,87.706733,0.694044,Malaria
111-MZ-T01,'Pre-PQ Process',Mozambique,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',1/5/09,23-Mar-09,23-Mar-09,23-Mar-09,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,9.191965,30.645211,23.780506,6.704379,'Trinity Biotech Plc',True,2.223119,82.561187,46.377737,'HIV test'
108-VN-T01,'Pre-PQ Process',Vietnam,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',1/16/09,10-Apr-09,10-Apr-09,10-Apr-09,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,9.617773,8.627373,6.398442,0.586633,'Aurobindo Unit III India',True,4.092825,44.309827,13.057117,Adult
108-VN-T01,'Pre-PQ Process',Vietnam,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',1/16/09,10-Apr-09,10-Apr-09,10-Apr-09,Lamivudine,Generic,150mg,Tablet,59.059059,33.869464,8.467756,1.783538,0.167609,'Aurobindo Unit III India',False,4.092825,44.309827,12.814525,Adult
108-VN-T01,'Pre-PQ Process',Vietnam,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',1/16/09,23-Mar-09,23-Mar-09,23-Mar-09,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,17.0307,12.241955,5.127672,0.502828,'Cipla Goa India',True,1.077735,14.587068,18.526446,Adult
108-VN-T01,'Pre-PQ Process',Vietnam,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',10/21/08,16-Mar-09,16-Mar-09,16-Mar-09,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,3.791948,3.402344,6.398442,0.586633,'Aurobindo Unit III India',True,0.246106,3.07869,5.148902,Adult
109-TZ-T01,'Pre-PQ Process',Tanzania,'PMO - US','Direct Drop',FCA,Air,'Pre-PQ Process',2/5/09,28-May-09,28-May-09,28-May-09,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.843551,3.618353,30.543087,0.586633,'ABBVIE (Abbott) Logis. UK',True,0.751148,23.020209,5.475816,Pediatric
109-TZ-T01,'Pre-PQ Process',Tanzania,'PMO - US','Direct Drop',FCA,Air,'Pre-PQ Process',2/5/09,4-May-09,4-May-09,4-May-09,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,59.059059,3.375817,3.616659,7.639488,0.71234,'ABBVIE Ludwigshafen Germany',True,0.276432,23.33324,5.473222,Pediatric
107-RW-T01,'Pre-PQ Process',Rwanda,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',2/18/09,28-Apr-09,28-Apr-09,28-Apr-09,'HIV 1/2/O First Response HIV 1-2.0 v.3.0 Cards Kit','First Response',300mg,'Test kit',29.029029,13.303269,31.183266,16.720668,3.142678,'Premier Med. Corp Ltd. India',True,3.265862,43.483354,47.192428,'HIV test'
123-NG-T01,'Pre-PQ Process',Nigeria,'PMO - US','Direct Drop',CIP,Air,'Pre-PQ Process',3/4/09,30-Sep-09,30-Sep-09,30-Sep-09,'Didanosine EC','Videx EC',400mg,'Delayed-release capsules - blister',29.029029,0.320969,0.795364,17.590143,3.310287,'BMS Meymac France',True,0.01283,1.595878,1.203875,Adult
106-HT-T01,'Pre-PQ Process',Haiti,'PMO - US','Direct Drop',CIP,Air,'Pre-PQ Process',3/6/09,31-Mar-09,31-Mar-09,31-Mar-09,Didanosine,Videx,50mg,'Chewable/dispersible tablet',59.059059,0.12742,0.127688,7.059838,0.670438,'BMS Meymac France',True,0.050154,0.895038,0.193295,Pediatric
106-HT-T01,'Pre-PQ Process',Haiti,'PMO - US','Direct Drop',CIP,Air,'Pre-PQ Process',3/6/09,31-Mar-09,31-Mar-09,31-Mar-09,Didanosine,Videx,2g,'Powder for oral solution',199.199199,0.05,0.067688,9.356143,0.251414,'BMS Meymac France',False,0.050154,0.895038,0.102485,Pediatric
106-HT-T01,'Pre-PQ Process',Haiti,'PMO - US','Direct Drop',FCA,Air,'Pre-PQ Process',3/6/09,15-Apr-09,15-Apr-09,15-Apr-09,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,59.059059,0.072581,0.079449,7.639488,0.71234,'ABBVIE Ludwigshafen Germany',True,0.011664,3.081175,0.120647,Pediatric
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Air,'Pre-PQ Process','N/A - From RDC',31-Mar-09,2-Dec-08,2-Dec-08,Efavirenz,Generic,600mg,Tablet,29.029029,4.877435,7.984346,11.674742,2.178923,'Aurobindo Unit III India',True,1.519792,23.33324,12.08286,Adult
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Air,'Pre-PQ Process','N/A - From RDC',7-Apr-09,3-Dec-08,3-Dec-08,Efavirenz,Generic,600mg,Tablet,29.029029,5.643567,8.373669,10.582325,1.969411,'Cipla Goa India',True,1.519792,23.33324,12.673122,Adult
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Air,'Pre-PQ Process','N/A - From RDC',7-Apr-09,3-Dec-08,3-Dec-08,Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.624199,0.602904,2.645581,0.041902,'Aurobindo Unit III India',False,1.519792,23.33324,0.911987,Pediatric
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Air,'Pre-PQ Process','N/A - From RDC',5-May-09,23-Dec-08,23-Dec-08,Stavudine,Zerit,1mg/ml,'Powder for oral solution',199.199199,1.546779,0.193549,0.891769,0.041902,'BMS Meymac France',True,1.519792,23.33324,0.293185,Pediatric
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Air,'Pre-PQ Process','N/A - From RDC',12-May-09,30-Dec-08,30-Dec-08,Lamivudine,Epivir,10mg/ml,'Oral solution',239.239239,2.901622,1.766132,4.339942,0.083805,'GSK Mississauga (Canada)',True,1.519792,23.33324,2.672395,Pediatric
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Air,'Pre-PQ Process','N/A - From RDC',31-Mar-09,21-Nov-08,21-Nov-08,Stavudine,Generic,30mg,Capsule,59.059059,1.933877,0.568549,2.095657,0.209512,'Aurobindo Unit III India',True,1.519792,23.33324,0.860096,Adult
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Air,'Pre-PQ Process',3/18/09,25-Jun-09,21-Apr-09,21-Apr-09,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,0.556453,0.328445,4.198746,0.083805,'Aurobindo Unit III India',True,1.519792,23.33324,0.496858,Pediatric
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Truck,'Pre-PQ Process',3/18/09,25-Jun-09,5-Jun-09,5-Jun-09,Efavirenz,Generic,50mg,Capsule,29.029029,8.546802,2.796039,2.333462,0.419024,'Aurobindo Unit III India',True,1.519792,23.33324,4.231725,Pediatric
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Air,'Pre-PQ Process',3/18/09,25-Jun-09,17-Jun-09,17-Jun-09,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,0.550002,0.324648,4.198746,0.083805,'Aurobindo Unit III India',True,1.519792,23.33324,0.491669,Pediatric
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Truck,'Pre-PQ Process',6/15/09,19-Aug-09,19-Aug-09,19-Aug-09,Stavudine,Zerit,15mg,Capsule,59.059059,4.35324,1.791838,2.935406,0.293317,'BMS Meymac France',True,1.519792,23.33324,2.711314,Adult
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Air,'Pre-PQ Process',3/27/09,25-Jun-09,14-Apr-09,14-Apr-09,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,6.0226,22.578212,26.738206,1.257071,'ABBVIE Ludwigshafen Germany',True,1.519792,23.33324,34.170338,Adult
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Air,'Pre-PQ Process',3/27/09,25-Jun-09,29-Apr-09,29-Apr-09,Zidovudine,Retrovir,300mg,Tablet,59.059059,9.675838,13.548409,9.987812,0.921852,'GSK Aranda',True,1.519792,23.33324,20.5035,Adult
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Air,'Pre-PQ Process',3/27/09,25-Jun-09,20-Apr-09,20-Apr-09,Stavudine,Generic,30mg,Capsule,59.059059,18.824254,5.883074,2.229422,0.209512,'Aurobindo Unit III India',True,1.519792,23.33324,8.903228,Adult
144-BW-T01,'Pre-PQ Process',Botswana,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',3/25/09,13-Nov-09,13-Nov-09,13-Nov-09,'HIV 1/2 OraQuick Advance HIV Rapid Antibody Kit',OraQuick,300mg,'Test kit',99.099099,0.030645,1.176077,260.099284,14.665829,'Pacific Biotech Thailand',True,0.055986,4.044019,1.779867,'HIV test'
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','PMO - US','Direct Drop',FCA,Air,'Pre-PQ Process',3/30/09,30-Jun-09,30-Jun-09,30-Jun-09,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,16.514569,70.709791,30.543087,1.42468,'ABBVIE Ludwigshafen Germany',True,2.942775,51.115501,107.011276,Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','PMO - US','Direct Drop',FCA,Air,'Pre-PQ Process',3/30/09,22-Jul-09,22-Jul-09,22-Jul-09,Ritonavir,Norvir,100mg,Capsule,335.335335,0.64355,2.577961,28.506881,0.460926,'ABBVIE (Abbott) Logis. UK',True,0.204116,26.384103,3.900919,Adult
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Truck,'Pre-PQ Process',4/2/09,31-Jul-09,21-Apr-09,21-Apr-09,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.046774,0.181452,26.753069,0.502828,'ABBVIE (Abbott) Logis. UK',True,1.519792,23.33324,0.275023,Pediatric
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Truck,'Pre-PQ Process',4/2/09,15-May-09,17-Apr-09,17-Apr-09,'Emtricitabine/Tenofovir Disoproxil Fumarate',Truvada,300/200mg,'Tablet - FDC',29.029029,0.12742,0.473119,26.158557,4.902577,'Aspen-OSD Port Elizabeth SA',True,1.519792,23.33324,0.716098,Adult
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Truck,'Pre-PQ Process',4/2/09,15-May-09,23-Apr-09,23-Apr-09,Zidovudine,Generic,300mg,Tablet,59.059059,1.611296,3.321578,14.691894,1.382778,'Aurobindo Unit III India',True,1.519792,10.820209,5.026957,Adult
106-HT-T01,'Pre-PQ Process',Haiti,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',4/2/09,16-Sep-09,16-Sep-09,16-Sep-09,'HIV 1/2 OraQuick Advance HIV Rapid Antibody Kit',OraQuick,300mg,'Test kit',99.099099,0.095162,3.528231,260.099284,14.665829,'Pacific Biotech Thailand',True,0.167959,10.797216,5.339602,'HIV test'
102-KE-T01,'Pre-PQ Process',Kenya,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',4/4/09,10-Jul-09,10-Jul-09,10-Jul-09,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,12.0952,100.806614,59.451265,3.352189,'Inverness Japan',True,2.58353,58.119861,152.560051,'HIV test'
133-NG-T01,'Pre-PQ Process',Nigeria,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',4/9/09,18-Aug-09,18-Aug-09,18-Aug-09,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,10.312936,85.95444,59.451265,3.352189,'Inverness Japan',True,2.233616,84.631012,130.083389,'HIV test'
107-RW-T01,'Pre-PQ Process',Rwanda,'PMO - US','Direct Drop',CIP,Air,'Pre-PQ Process',4/15/09,25-Jul-09,25-Jul-09,25-Jul-09,Efavirenz,Generic,600mg,Tablet,29.029029,89.282546,64.916919,5.187123,0.963754,'Hetero Unit III Hyderabad IN',True,5.227712,129.134036,98.244262,Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',4/15/09,15-Sep-09,15-Sep-09,15-Sep-09,'HIV Genie II HIV-1/HIV-2 Kit',Genie,300mg,'Test kit',39.039039,1.611296,18.481213,81.745489,11.523151,'Bio-Rad Laboratories',True,1.284184,27.8723,27.969343,'HIV test'
108-VN-T01,'Pre-PQ Process',Vietnam,'PMO - US','Direct Drop',FCA,Air,'Pre-PQ Process',4/29/09,17-Jul-09,17-Jul-09,17-Jul-09,Ritonavir,Norvir,100mg,Capsule,335.335335,0.01129,0.103118,57.013763,0.963754,'ABBVIE (Abbott) France',True,0.055986,11.618372,0.155674,Adult
108-VN-T01,'Pre-PQ Process',Vietnam,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',4/29/09,10-Jul-09,10-Jul-09,10-Jul-09,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,5.643567,6.55663,8.28602,0.796145,'Aurobindo Unit III India',True,2.104148,21.892202,9.92289,Adult
102-BW-T01,'Pre-PQ Process',Botswana,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',5/27/09,12-Jun-09,10-Jul-09,10-Jul-09,'HIV 1/2 OraQuick Advance HIV Rapid Antibody Kit',OraQuick,300mg,'Test kit',99.099099,0.006452,0.294019,260.099284,14.665829,'Pacific Biotech Thailand',True,0.013997,2.360311,0.444967,'HIV test'
119-NA-T01,'Pre-PQ Process',Namibia,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',5/18/09,1-Sep-09,1-Sep-09,1-Sep-09,'HIV 1/2 Clearview Complete Kit',Clearview,300mg,'Test kit',24.024024,0.106452,0.844255,55.735561,12.57071,'Chembio Diagnostics Sys. Inc.',True,0.055986,1.385177,1.27782,'HIV test'
108-VN-T01,'Pre-PQ Process',Vietnam,'PMO - US','Direct Drop',CIP,Air,'Pre-PQ Process',5/27/09,28-Jul-09,28-Jul-09,28-Jul-09,Didanosine,Videx,25mg,'Chewable/dispersible tablet',59.059059,0.64355,0.470431,5.201986,0.502828,'BMS Meymac France',True,0.172624,0.046987,0.712206,Pediatric
119-NA-T01,'Pre-PQ Process',Namibia,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',6/2/09,29-Jun-09,29-Jun-09,29-Jun-09,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.353227,1.182798,23.780506,6.704379,'Trinity Biotech Plc',True,0.092144,5.991422,1.790245,'HIV test'
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Truck,'Pre-PQ Process',6/5/09,28-Jul-09,28-Jul-09,28-Jul-09,Ritonavir,Norvir,100mg,Capsule,83.083083,0.079033,0.082325,7.28278,0.502828,'ABBVIE (Abbott) Logis. UK',True,1.519792,23.33324,0.124539,Adult
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Truck,'Pre-PQ Process',6/5/09,12-Oct-09,5-Aug-09,5-Aug-09,Lamivudine,Generic,150mg,Tablet,59.059059,8.062929,6.938855,6.138343,0.586633,'Aurobindo Unit III India',True,1.519792,23.33324,10.501476,Adult
116-ZA-T01,'Pre-PQ Process','South Africa','PMO - US','Direct Drop',DDP,Truck,'Pre-PQ Process',6/5/09,12-Oct-09,28-Jul-09,28-Jul-09,Lamivudine,Epivir,10mg/ml,'Oral solution',239.239239,0.740325,0.476849,4.585179,0.125707,'GSK Mississauga (Canada)',True,1.519792,23.33324,0.721287,Pediatric
100-CI-T01,'Pre-PQ Process','Cote d Ivoire','PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',4/19/06,27-Jun-06,27-Jun-06,27-Jun-06,'HIV Genie II HIV-1/HIV-2 Kit',Genie,300mg,'Test kit',39.039039,0.235485,1.860966,55.99566,7.877645,'Bio-Rad Laboratories',True,0.192453,6.268961,31.149964,'HIV test'
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process','N/A - From RDC',14-Jul-06,14-Jul-06,14-Jul-06,'HIV 1/2 OraQuick Advance HIV Rapid Antibody Kit',OraQuick,300mg,'Test kit',99.099099,0.008065,0.403226,297.256324,16.760947,'Pacific Biotech Thailand',True,0.017496,3.586194,31.149964,'HIV test'
108-VN-T01,'Pre-PQ Process',Vietnam,'PMO - US','Direct Drop',CIP,Air,'Pre-PQ Process','N/A - From RDC',16-Nov-06,16-Nov-06,16-Nov-06,Didanosine,Videx,25mg,'Chewable/dispersible tablet',59.059059,4.514531,3.293016,5.201986,0.502828,'BMS Meymac France',True,0.647341,11.363273,31.149964,Pediatric
106-HT-T01,'Pre-PQ Process',Haiti,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process','N/A - From RDC',9-Nov-06,9-Nov-06,9-Nov-06,'HIV 1/2 OraQuick Advance HIV Rapid Antibody Kit',OraQuick,300mg,'Test kit',99.099099,0.022581,1.008066,297.256324,16.760947,'Pacific Biotech Thailand',True,0.04199,4.124046,31.149964,'HIV test'
113-ZW-T01,'Pre-PQ Process',Zimbabwe,'PMO - US','Direct Drop',CIP,Air,'Pre-PQ Process','N/A - From RDC',7-Nov-06,7-Nov-06,7-Nov-06,Lopinavir/Ritonavir,Kaletra,133.3/33.3mg,Capsule,179.179179,0.417743,1.864385,31.71725,1.005657,'ABBVIE (Abbott) St. P burg USA',True,0.157461,23.33324,31.149964,Adult
112-NG-T01,'Pre-PQ Process',Nigeria,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process','N/A - From RDC',7-Dec-06,7-Dec-06,7-Dec-06,Lamivudine,Generic,150mg,Tablet,59.059059,1.440327,0.503176,2.489522,0.251414,'Aurobindo Unit III India',True,0.558696,16.780076,31.149964,Adult
108-VN-T01,'Pre-PQ Process',Vietnam,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',11/15/06,14-Mar-07,14-Mar-07,14-Mar-07,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,40.482389,46.387844,8.174549,0.754243,'Cipla Goa India',True,3.003427,64.80936,31.149964,Adult
108-VN-T01,'Pre-PQ Process',Vietnam,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',11/15/06,14-Mar-07,14-Mar-07,14-Mar-07,Stavudine,Generic,30mg,Capsule,59.059059,154.031142,24.22803,1.122143,0.125707,'Strides Bangalore India.',True,10.695699,146.563442,31.149964,Adult
102-GY-T01,'Pre-PQ Process',Guyana,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process','N/A - From RDC',29-Dec-06,29-Dec-06,29-Dec-06,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,1.450005,6.048397,29.725632,8.380473,'Trinity Biotech Plc',True,0.368576,17.224505,31.149964,'HIV test'
111-MZ-T01,'Pre-PQ Process',Mozambique,'PMO - US','Direct Drop',CIP,Air,'Pre-PQ Process',11/17/06,15-Feb-07,15-Feb-07,15-Feb-07,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,0.12742,0.55242,30.543087,1.42468,ABBSP,True,0.029159,23.33324,31.149964,Adult
108-VN-T01,'Pre-PQ Process',Vietnam,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',1/9/07,12-May-07,12-May-07,12-May-07,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,112.901977,88.205787,5.573556,0.502828,'Cipla Goa India',True,7.946543,109.984708,31.149964,Adult
107-RW-T01,'Pre-PQ Process',Rwanda,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',12/22/06,27-Feb-07,27-Feb-07,27-Feb-07,Efavirenz,Generic,600mg,Tablet,29.029029,115.445534,182.791021,11.29574,2.137021,'Cipla Goa India',False,8.649869,221.5713,31.149964,Adult
107-RW-T01,'Pre-PQ Process',Rwanda,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',12/22/06,27-Feb-07,27-Feb-07,27-Feb-07,Abacavir,Generic,300mg,Tablet,59.059059,9.038739,33.995435,26.827383,2.514142,'Cipla Patalganga India',False,8.649869,221.5713,31.149964,Adult
117-ET-T01,'Pre-PQ Process',Ethiopia,'PMO - US','Direct Drop',FCA,Air,'Pre-PQ Process',12/14/06,28-Dec-06,28-Dec-06,28-Dec-06,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,0.320969,2.688176,59.451265,3.352189,'ABBVIE GmbH & Co.KG Wiesbaden',True,1.519792,23.33324,31.149964,'HIV test'
108-VN-T01,'Pre-PQ Process',Vietnam,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',2/7/07,24-Aug-07,24-Aug-07,24-Aug-07,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,40.321098,31.502067,5.573556,0.502828,'Cipla Goa India',True,2.738659,74.015739,38.91838,Adult
102-NG-T01,'Pre-PQ Process',Nigeria,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process','N/A - From RDC',15-Mar-07,30-Mar-07,30-Mar-07,'HIV Genie II HIV-1/HIV-2 Kit',Genie,300mg,'Test kit',39.039039,0.603228,4.788314,56.478702,7.96145,'Bio-Rad Laboratories',True,0.468884,15.345978,31.149964,'HIV test'
117-ET-T01,'Pre-PQ Process',Ethiopia,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process',12/14/06,15-Jan-07,15-Jan-07,15-Jan-07,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,7.498411,62.500101,59.451265,3.352189,'ABBVIE GmbH & Co.KG Wiesbaden',True,1.99101,85.822509,31.149964,'HIV test'
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','PMO - US','Direct Drop',CIP,Air,'Pre-PQ Process',5/9/07,23-Oct-07,23-Oct-07,23-Oct-07,Didanosine,Videx,50mg,'Chewable/dispersible tablet',59.059059,2.541944,2.517057,7.059838,0.670438,'BMS Meymac France',True,0.356912,23.33324,3.109579,Pediatric
102-NG-T01,'Pre-PQ Process',Nigeria,'PMO - US','Direct Drop',EXW,Air,'Pre-PQ Process','N/A - From RDC',7-Sep-07,7-Sep-07,7-Sep-07,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,5.643567,47.043087,59.451265,3.352189,'ABBVIE GmbH & Co.KG Wiesbaden',True,1.392657,20.223616,58.118115,'HIV test'
