'project code','pq #',country,'pq first sent to client date','molecule/test type',brand,dosage,'dosage form','manufacturing site','sub classification'
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process','HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
117-ET-T01,'Pre-PQ Process',Ethiopia,'Pre-PQ Process','HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
107-RW-T30,FPQ-12518,Rwanda,6/21/13,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit','KHB Test Kit Facility Shanghai China','HIV test'
105-SS-T30,FPQ-12623,'South Sudan',7/18/13,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process','HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
114-UG-T30,FPQ-14254,Uganda,5/12/14,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
120-AO-T01,'Pre-PQ Process',Angola,'Pre-PQ Process','HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','ABBVIE GmbH & Co.KG Wiesbaden','HIV test'
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process','HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','ABBVIE GmbH & Co.KG Wiesbaden','HIV test'
102-SD-T30,FPQ-5293,Sudan,3/15/10,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
111-MZ-T30,FPQ-11440,Mozambique,1/9/13,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
109-TZ-T01,'Pre-PQ Process',Tanzania,'Pre-PQ Process','HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
109-TZ-T30,FPQ-10619,Tanzania,9/13/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
106-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process','HIV 1/2 Capillus HIV Kit',Capillus,300mg,'Test kit','Trinity Biotech Plc','HIV test'
101-CD-T30,FPQ-16001,'Congo DRC',3/10/15,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
510-KE-T01,'Pre-PQ Process',Kenya,'Pre-PQ Process','HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
102-KE-T30,FPQ-4587,Kenya,11/18/09,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Inverness Japan','HIV test'
117-ET-T30,FPQ-15928,Ethiopia,3/10/15,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
102-BW-T01,'Pre-PQ Process',Botswana,'Pre-PQ Process','HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
102-KE-T01,'Pre-PQ Process',Kenya,'Pre-PQ Process','HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit','Inverness Japan','HIV test'
105-SS-T30,FPQ-12623,'South Sudan',7/18/13,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
109-TZ-T30,FPQ-4157,Tanzania,8/27/09,'HIV 1/2 Bioline 3.0 Kit (no accessories)',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
106-HT-T30,FPQ-15102,Haiti,10/10/14,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit','KHB Test Kit Facility Shanghai China','HIV test'
104-CI-T30,FPQ-3885,'Cote d Ivoire',6/19/09,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit','Inverness Japan','HIV test'
133-NG-T30,FPQ-12456,Nigeria,6/10/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
102-KE-T30,FPQ-4250,Kenya,9/16/09,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Inverness Japan','HIV test'
102-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process','HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
141-NA-T01,'Pre-PQ Process',Namibia,'Pre-PQ Process','HIV 1/2 Clearview Complete Kit',Clearview,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
133-NG-T30,FPQ-10765,Nigeria,10/5/12,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
110-ZM-T30,FPQ-10107,Zambia,6/19/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
111-MZ-T30,FPQ-12686,Mozambique,7/31/13,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
109-TZ-T30,FPQ-6936,Tanzania,12/27/10,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
117-ET-T30,FPQ-9096,Ethiopia,1/5/12,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
139-NA-T01,'Pre-PQ Process',Namibia,'Pre-PQ Process','HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
110-ZM-T30,FPQ-6263,Zambia,9/8/10,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Inverness Japan','HIV test'
901-LR-T30,FPQ-8135,Liberia,8/4/11,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
104-CI-T30,FPQ-8209,'Cote d Ivoire',8/11/11,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
104-CI-T30,FPQ-12134,'Cote d Ivoire',4/23/13,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
111-MZ-T30,FPQ-8116,Mozambique,8/4/11,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit','Inverness Japan','HIV test'
106-HT-T30,FPQ-7438,Haiti,3/29/11,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit','KHB Test Kit Facility Shanghai China','HIV test'
102-KE-T30,FPQ-4250,Kenya,9/16/09,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process','HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit','Inverness Japan','HIV test'
109-TZ-T01,'Pre-PQ Process',Tanzania,'Pre-PQ Process','HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
102-KE-T01,'Pre-PQ Process',Kenya,'Pre-PQ Process','HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
106-HT-T30,FPQ-9894,Haiti,5/22/12,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit','KHB Test Kit Facility Shanghai China','HIV test'
102-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process','HIV Genie II HIV-1/HIV-2 Kit',Genie,300mg,'Test kit','Bio-Rad Laboratories','HIV test'
109-TZ-T01,'Pre-PQ Process',Tanzania,'Pre-PQ Process','HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
900-SS-T30,FPQ-8611,'South Sudan',11/4/11,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
109-TZ-T30,FPQ-6936,Tanzania,12/27/10,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
800-CM-T30,FPQ-12570,Cameroon,7/10/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
123-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process','HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
117-ET-T01,'Pre-PQ Process',Ethiopia,'Pre-PQ Process','HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit','KHB Test Kit Facility Shanghai China','HIV test'
102-MW-T30,FPQ-12745,Malawi,8/1/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process','HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
117-ET-T30,FPQ-14357,Ethiopia,6/3/14,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
102-MW-T30,FPQ-9568,Malawi,4/11/12,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process','HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
105-SS-T30,FPQ-15569,'South Sudan',12/29/14,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
102-GY-T30,FPQ-5495,Guyana,4/15/10,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Inverness Japan','HIV test'
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process','HIV Reveal G3 Rapid HIV-1 Antibody Test',Reveal,300mg,'Test kit','Ranbaxy Fine Chemicals LTD','HIV test'
133-NG-T30,FPQ-10349,Nigeria,7/17/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
110-ZM-T30,FPQ-12634,Zambia,7/17/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
104-CI-T30,FPQ-13125,'Cote d Ivoire',10/25/13,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process','HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit','Inverness Japan','HIV test'
133-NG-T30,FPQ-7553,Nigeria,4/28/11,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Inverness Japan','HIV test'
117-ET-T30,FPQ-4867,Ethiopia,1/5/10,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
109-TZ-T01,'Pre-PQ Process',Tanzania,'Pre-PQ Process','HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','ABBVIE GmbH & Co.KG Wiesbaden','HIV test'
125-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process','HIV 1/2 Capillus HIV Kit',Capillus,300mg,'Test kit','Trinity Biotech Plc','HIV test'
104-CI-T30,FPQ-6252,'Cote d Ivoire',8/26/10,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
106-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process','HIV 1/2 Capillus HIV Kit',Capillus,300mg,'Test kit','Not Applicable','HIV test'
106-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process','HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Inverness Japan','HIV test'
104-CI-T30,FPQ-11294,'Cote d Ivoire',12/14/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
114-UG-T30,FPQ-15314,Uganda,11/11/14,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
900-LR-T30,FPQ-7996,Liberia,7/12/11,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
103-CM-T30,FPQ-8396,Cameroon,9/13/11,'HIV 1/2 OraQuick Advance HIV Rapid Antibody Kit',OraQuick,300mg,'Test kit','Pacific Biotech Thailand','HIV test'
114-UG-T30,FPQ-15314,Uganda,11/11/14,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
105-DO-T30,FPQ-11295,'Dominican Republic',12/17/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
107-RW-T01,'Pre-PQ Process',Rwanda,'Pre-PQ Process','HIV 1/2 Capillus HIV Kit',Capillus,300mg,'Test kit','Trinity Biotech Plc','HIV test'
109-TZ-T30,FPQ-4157,Tanzania,8/27/09,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
102-ML-T30,FPQ-10104,Mali,7/5/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
107-RW-T01,'Pre-PQ Process',Rwanda,'Pre-PQ Process','HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
106-HT-T30,FPQ-9894,Haiti,5/22/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
100-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process','HIV 1/2 Bioline 3.0 Kit (no accessories)',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
133-NG-T30,FPQ-16302,Nigeria,5/4/15,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
103-KE-T30,FPQ-10018,Kenya,6/5/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
900-TZ-T30,FPQ-10396,Tanzania,7/31/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
139-NA-T01,'Pre-PQ Process',Namibia,'Pre-PQ Process','HIV 1/2 Clearview Complete Kit',Clearview,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
100-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process','HIV 1/2 Capillus HIV Kit',Capillus,300mg,'Test kit','Trinity Biotech Plc','HIV test'
107-RW-T01,'Pre-PQ Process',Rwanda,'Pre-PQ Process','HIV 1/2/O First Response HIV 1-2.0 v.3.0 Cards Kit','First Response',300mg,'Test kit','Premier Med. Corp Ltd. India','HIV test'
109-TZ-T30,FPQ-12197,Tanzania,4/30/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
101-CD-T30,FPQ-16001,'Congo DRC',3/10/15,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
102-KE-T01,'Pre-PQ Process',Kenya,'Pre-PQ Process','HIV 1/2 Bioline 3.0 Kit (no accessories)',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
102-BI-T30,FPQ-13998,Burundi,4/1/14,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
109-TZ-T30,FPQ-9211,Tanzania,1/25/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
104-CI-T30,FPQ-13602,'Cote d Ivoire',1/22/14,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
107-RW-T30,FPQ-13874,Rwanda,3/12/14,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit','KHB Test Kit Facility Shanghai China','HIV test'
102-KE-T01,'Pre-PQ Process',Kenya,'Pre-PQ Process','HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit','Inverness Japan','HIV test'
107-RW-T30,FPQ-7987,Rwanda,7/25/11,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
109-TZ-T30,FPQ-12197,Tanzania,4/30/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
109-TZ-T30,FPQ-7909,Tanzania,6/24/11,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
104-CI-T30,FPQ-14253,'Cote d Ivoire',5/14/14,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
106-HT-T30,FPQ-12041,Haiti,4/26/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
109-TZ-T30,FPQ-11881,Tanzania,3/14/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
119-NA-T01,'Pre-PQ Process',Namibia,'Pre-PQ Process','HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
111-MZ-T01,'Pre-PQ Process',Mozambique,'Pre-PQ Process','HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Inverness Japan','HIV test'
109-TZ-T01,'Pre-PQ Process',Tanzania,'Pre-PQ Process','HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
100-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process','HIV Genie II HIV-1/HIV-2 Kit',Genie,300mg,'Test kit','Bio-Rad Laboratories','HIV test'
102-GY-T30,FPQ-9180,Guyana,1/17/12,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
101-CD-T30,FPQ-16001,'Congo DRC',3/10/15,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
111-MZ-T30,FPQ-15323,Mozambique,11/12/14,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
102-BW-T30,FPQ-10435,Botswana,7/27/12,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit','KHB Test Kit Facility Shanghai China','HIV test'
111-MZ-T30,FPQ-9530,Mozambique,3/29/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
103-CM-T30,FPQ-8396,Cameroon,9/13/11,'HIV 1/2 Determine Kit without Lancets Buffer or Capillary Tubes 100 Tests',Determine,300mg,'Test kit','Inverness Japan','HIV test'
101-CD-T30,FPQ-14654,'Congo DRC',8/11/14,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
105-DO-T30,FPQ-7858,'Dominican Republic',6/21/11,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Inverness Japan','HIV test'
104-CI-T30,FPQ-9823,'Cote d Ivoire',5/4/12,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
110-ZM-T30,FPQ-6263,Zambia,9/8/10,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Inverness Japan','HIV test'
111-MZ-T30,FPQ-10369,Mozambique,7/23/12,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
510-KE-T01,'Pre-PQ Process',Kenya,'Pre-PQ Process','HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
113-ZW-T30,FPQ-11161,Zimbabwe,12/12/12,'HIV 1/2/O First Response HIV 1-2.0 v.3.0 Cards Kit','First Response',300mg,'Test kit','Premier Med. Corp Ltd. India','HIV test'
102-MW-T30,FPQ-9454,Malawi,3/12/12,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
107-RW-T01,'Pre-PQ Process',Rwanda,'Pre-PQ Process','HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
105-SS-T30,FPQ-15569,'South Sudan',12/29/14,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
102-KE-T30,FPQ-3976,Kenya,7/20/09,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
102-SD-T30,FPQ-6171,Sudan,8/5/10,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
133-NG-T30,FPQ-16329,Nigeria,5/7/15,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
101-CD-T30,FPQ-13548,'Congo DRC',1/22/14,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
107-RW-T30,FPQ-12518,Rwanda,6/21/13,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit','KHB Test Kit Facility Shanghai China','HIV test'
110-ZM-T30,FPQ-12845,Zambia,8/20/13,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
200-UG-T30,FPQ-14628,Uganda,7/23/14,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
102-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process','HIV 1/2 OraQuick Advance HIV Rapid Antibody Kit',OraQuick,300mg,'Test kit','Pacific Biotech Thailand','HIV test'
106-HT-T30,FPQ-11304,Haiti,1/22/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
102-GY-T01,'Pre-PQ Process',Guyana,'Pre-PQ Process','HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
109-TZ-T30,FPQ-12197,Tanzania,4/30/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
144-BW-T30,FPQ-4207,Botswana,3/10/09,'HIV 1/2 OraQuick Advance HIV Rapid Antibody Kit',OraQuick,300mg,'Test kit','Pacific Biotech Thailand','HIV test'
107-RW-T30,FPQ-7908,Rwanda,6/28/11,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit','Inverness Japan','HIV test'
133-NG-T30,FPQ-14995,Nigeria,9/22/14,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
101-KE-T30,FPQ-10314,Kenya,7/12/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
101-CD-T30,FPQ-16001,'Congo DRC',3/10/15,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
102-ML-T30,FPQ-11783,Mali,3/15/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
102-GY-T01,'Pre-PQ Process',Guyana,'Pre-PQ Process','HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
133-NG-T30,FPQ-10765,Nigeria,10/5/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
105-GY-T30,FPQ-14694,Guyana,7/28/14,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
102-BI-T30,FPQ-9231,Burundi,2/17/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
100-PK-T01,'Pre-PQ Process',Pakistan,'Pre-PQ Process','HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
102-SZ-T30,FPQ-9212,Swaziland,1/19/12,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
110-ZM-T30,FPQ-12634,Zambia,7/17/13,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
117-ET-T30,FPQ-14357,Ethiopia,6/3/14,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit','KHB Test Kit Facility Shanghai China','HIV test'
110-ZM-T30,FPQ-7439,Zambia,4/1/11,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Inverness Japan','HIV test'
A02-SL-T50,FPQ-16015,'Sierra Leone',4/3/15,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
102-GY-T30,FPQ-4068,Guyana,8/13/09,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Inverness Japan','HIV test'
117-ET-T30,FPQ-9096,Ethiopia,1/5/12,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
