'pq #','fulfill via','vendor inco term','po sent to vendor date','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','pack price','unit price','manufacturing site','sub classification'
FPQ-11882,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.402634,0.502828,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','Direct Drop',EXW,1/29/08,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,59.443833,3.352189,'Inverness Japan','HIV test'
'Pre-PQ Process','Direct Drop',EXW,10/23/07,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,14.862816,3.352189,'Standard Diagnostics Korea','HIV test'
FPQ-6037,'Direct Drop',EXW,7/30/10,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,57.742041,3.268385,'Inverness Japan','HIV test'
FPQ-8024,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.731518,0.167609,'Aurobindo Unit III India',Adult
FPQ-9807,'Direct Drop',EXW,6/20/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Alere Medical Co. Ltd.','HIV test'
FPQ-10287,'Direct Drop',EXW,8/14/12,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,3.084034,0.293317,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-11828,'Direct Drop',DDP,'N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,19.403407,1.843704,'Cipla Patalganga India',Adult
FPQ-9209,'Direct Drop',EXW,1/23/12,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-13679,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,8.345471,0.796145,'Mylan (formerly Matrix) Nashik',Adult
FPQ-13125,'Direct Drop',EXW,11/21/13,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,15.234387,3.435994,'Standard Diagnostics Korea','HIV test'
FPQ-5303,'Direct Drop',DDP,3/19/10,Lamivudine,Generic,150mg,Tablet,59.059059,1.909872,0.167609,'Strides Bangalore India.',Adult
FPQ-4487,'Direct Drop',EXW,11/13/09,'HIV 1 Uni-Gold Recombigen HIV Control Vial 2 x 0.5 ml',Uni-Gold,300mg,'Test kit - Ancillary',1.001001,23.037365,64.94867,'Trinity Biotech Plc','HIV test - Ancillary'
FPQ-10545,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,19.84186,0.921852,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,30mg,Capsule,59.059059,1.10728,0.083805,'Aurobindo Unit III India',Adult
FPQ-4694,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.358045,0.502828,'Aurobindo Unit III India',Adult
FPQ-8624,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.731518,0.167609,'Macleods Daman Plant INDIA',Adult
FPQ-9063,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,11.176838,2.095118,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,2.155108,0.209512,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,5.350614,0.502828,'Strides Bangalore India.',Adult
'Pre-PQ Process','Direct Drop',DDP,3/27/09,Lamivudine,Epivir,10mg/ml,'Oral solution',239.239239,4.131863,0.083805,'GSK Mississauga (Canada)',Pediatric
FPQ-8023,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.501144,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Efavirenz,Stocrin/Sustiva,50mg,Capsule,29.029029,2.199697,0.419024,'MSD Midrand J burg SA',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.471805,0.796145,'Aurobindo Unit III India',Adult
FPQ-7812,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.138343,0.586633,'Mylan (formerly Matrix) Nashik',Adult
FPQ-15639,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,4.845278,0.460926,'Hetero Unit III Hyderabad IN',Adult
FPQ-15928,'Direct Drop',EXW,3/17/15,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.729616,0.544731,'Aurobindo Unit III India',Adult
FPQ-13035,'Direct Drop',DDP,12/2/13,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,5.083083,0.125707,'Cipla Goa India',Pediatric
FPQ-15040,'Direct Drop',EXW,12/8/14,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,2.63815,0.502828,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.471805,0.796145,'Aurobindo Unit III India',Adult
FPQ-12015,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Tablet,89.089089,6.91121,0.419024,'Strides Bangalore India.',Pediatric
FPQ-11054,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,9.631105,0.921852,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 OraQuick Advance HIV Rapid Antibody Kit',OraQuick,300mg,'Test kit',99.099099,297.256324,16.760947,'Pacific Biotech Thailand','HIV test'
FPQ-14226,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,2.385482,0.460926,'Cipla Goa India',Adult
'Pre-PQ Process','Direct Drop',CIP,6/13/08,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.822033,0.628536,'Aurobindo Unit III India',Adult
FPQ-5174,'Direct Drop',FCA,3/12/10,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,26.871972,1.257071,'ABBVIE Ludwigshafen Germany',Adult
FPQ-13567,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Tablet,89.089089,6.91121,0.419024,'Strides Bangalore India.',Pediatric
FPQ-5523,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.976755,0.167609,'Strides Bangalore India.',Adult
FPQ-11253,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.138343,0.586633,'Cipla Goa India',Adult
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Stavudine,Zerit,40mg,Capsule,59.059059,3.842038,0.377121,'BMS Meymac France',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',29.029029,1.486282,0.293317,'Cipla Goa India',Adult
