'pq #','fulfill via','vendor inco term','po sent to vendor date','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','pack price','unit price','manufacturing site','sub classification'
'Pre-PQ Process','Direct Drop',EXW,8/28/07,'HIV 1/2 OraQuick Advance HIV Rapid Antibody Kit',OraQuick,300mg,'Test kit',99.099099,260.099284,14.665829,'Pacific Biotech Thailand','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-4891,'Direct Drop',EXW,2/5/10,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Inverness Japan','HIV test'
'Pre-PQ Process','Direct Drop',EXW,4/2/09,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-9275,'From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-11043,'Direct Drop',EXW,12/6/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV Genie II HIV-1/HIV-2 Kit',Genie,300mg,'Test kit',39.039039,56.478702,7.96145,'Bio-Rad Laboratories','HIV test'
FPQ-11295,'Direct Drop',EXW,1/11/13,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
'Pre-PQ Process','Direct Drop',EXW,'N/A - From RDC','HIV Genie II HIV-1/HIV-2 Kit',Genie,300mg,'Test kit',39.039039,55.99566,7.877645,'Bio-Rad Laboratories','HIV test'
FPQ-14470,'Direct Drop',EXW,6/30/14,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Alere Medical Co. Ltd.','HIV test'
FPQ-12456,'Direct Drop',EXW,7/10/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Alere Medical Co. Ltd.','HIV test'
FPQ-8053,'Direct Drop',EXW,8/1/11,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-7521,'Direct Drop',EXW,5/5/11,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Inverness Japan','HIV test'
FPQ-9211,'Direct Drop',EXW,1/27/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,14.862816,3.352189,'Standard Diagnostics Korea','HIV test'
FPQ-9038,'Direct Drop',EXW,2/15/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','Direct Drop',EXW,3/3/08,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,14.862816,3.352189,'Standard Diagnostics Korea','HIV test'
'Pre-PQ Process','Direct Drop',EXW,10/22/08,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,20.064802,5.65682,'Chembio Diagnostics Sys. Inc.','HIV test'
FPQ-12518,'Direct Drop',EXW,8/12/13,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit',0,18.20695,102.6608,'KHB Test Kit Facility Shanghai China','HIV test'
FPQ-12623,'Direct Drop',EXW,8/6/13,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
'Pre-PQ Process','Direct Drop',EXW,1/27/09,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-14254,'Direct Drop',EXW,5/20/14,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,23.037365,6.494867,'Chembio Diagnostics Sys. Inc.','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'ABBVIE GmbH & Co.KG Wiesbaden','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'ABBVIE GmbH & Co.KG Wiesbaden','HIV test'
FPQ-5293,'Direct Drop',EXW,3/24/10,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,14.862816,3.352189,'Standard Diagnostics Korea','HIV test'
FPQ-11440,'Direct Drop',EXW,1/17/13,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
'Pre-PQ Process','Direct Drop',EXW,'N/A - From RDC','HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,14.862816,3.352189,'Standard Diagnostics Korea','HIV test'
FPQ-10619,'Direct Drop',EXW,10/4/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','Direct Drop',EXW,5/23/08,'HIV 1/2 Capillus HIV Kit',Capillus,300mg,'Test kit',99.099099,103.296573,5.824429,'Trinity Biotech Plc','HIV test'
FPQ-16001,'Direct Drop',EXW,3/16/15,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-4587,'Direct Drop',EXW,12/2/09,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Inverness Japan','HIV test'
FPQ-15928,'Direct Drop',EXW,3/17/15,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,24.152076,6.788184,'Chembio Diagnostics Sys. Inc.','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,59.443833,3.352189,'Inverness Japan','HIV test'
FPQ-12623,'Direct Drop',EXW,8/6/13,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-4157,'Direct Drop',EXW,9/3/09,'HIV 1/2 Bioline 3.0 Kit (no accessories)',Bioline,300mg,'Test kit',29.029029,17.835379,3.352189,'Standard Diagnostics Korea','HIV test'
FPQ-15102,'Direct Drop',EXW,11/5/14,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit',0,18.20695,102.6608,'KHB Test Kit Facility Shanghai China','HIV test'
FPQ-3885,'Direct Drop',EXW,7/9/09,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,52.019857,2.933166,'Inverness Japan','HIV test'
FPQ-12456,'Direct Drop',EXW,7/10/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Alere Medical Co. Ltd.','HIV test'
FPQ-4250,'Direct Drop',EXW,10/23/09,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Inverness Japan','HIV test'
'Pre-PQ Process','Direct Drop',EXW,1/7/08,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,20.064802,5.65682,'Chembio Diagnostics Sys. Inc.','HIV test'
'Pre-PQ Process','Direct Drop',EXW,6/4/09,'HIV 1/2 Clearview Complete Kit',Clearview,300mg,'Test kit',24.024024,55.735561,12.57071,'Chembio Diagnostics Sys. Inc.','HIV test'
FPQ-10765,'Direct Drop',EXW,10/16/12,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-10107,'Direct Drop',EXW,7/31/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
FPQ-12686,'Direct Drop',EXW,9/11/13,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-6936,'Direct Drop',EXW,5/2/11,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,14.862816,3.352189,'Standard Diagnostics Korea','HIV test'
FPQ-9096,'Direct Drop',EXW,1/23/12,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,21.551083,6.075843,'Chembio Diagnostics Sys. Inc.','HIV test'
'Pre-PQ Process','Direct Drop',EXW,1/14/09,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-6263,'Direct Drop',EXW,10/7/10,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Inverness Japan','HIV test'
FPQ-8135,'Direct Drop',EXW,8/18/11,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,14.862816,3.352189,'Standard Diagnostics Korea','HIV test'
FPQ-8209,'Direct Drop',EXW,10/5/11,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,21.551083,6.075843,'Chembio Diagnostics Sys. Inc.','HIV test'
FPQ-12134,'Direct Drop',EXW,5/21/13,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,21.551083,6.075843,'Chembio Diagnostics Sys. Inc.','HIV test'
FPQ-8116,'Direct Drop',EXW,8/30/11,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,57.742041,3.268385,'Inverness Japan','HIV test'
FPQ-7438,'Direct Drop',EXW,4/20/11,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit',0,17.092239,96.375445,'KHB Test Kit Facility Shanghai China','HIV test'
FPQ-4250,'Direct Drop',EXW,10/22/09,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
'Pre-PQ Process','Direct Drop',EXW,7/31/08,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,53.498707,3.01697,'Inverness Japan','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,14.862816,3.352189,'Standard Diagnostics Korea','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,14.862816,3.352189,'Standard Diagnostics Korea','HIV test'
FPQ-9894,'Direct Drop',EXW,6/13/12,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit',0,18.20695,102.6608,'KHB Test Kit Facility Shanghai China','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV Genie II HIV-1/HIV-2 Kit',Genie,300mg,'Test kit',39.039039,56.478702,7.96145,'Bio-Rad Laboratories','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,14.862816,3.352189,'Standard Diagnostics Korea','HIV test'
FPQ-8611,'Direct Drop',EXW,11/16/11,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Alere Medical Co. Ltd.','HIV test'
FPQ-6936,'Direct Drop',EXW,2/25/11,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-12570,'Direct Drop',EXW,8/6/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','Direct Drop',EXW,3/13/08,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,20.064802,5.65682,'Chembio Diagnostics Sys. Inc.','HIV test'
'Pre-PQ Process','Direct Drop',EXW,10/27/08,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit',0,17.092239,96.375445,'KHB Test Kit Facility Shanghai China','HIV test'
FPQ-12745,'Direct Drop',EXW,9/4/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','Direct Drop',EXW,6/20/08,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,14.862816,3.352189,'Standard Diagnostics Korea','HIV test'
FPQ-14357,'Direct Drop',EXW,6/18/14,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-9568,'Direct Drop',EXW,4/24/12,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-15569,'Direct Drop',EXW,2/20/15,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-5495,'Direct Drop',EXW,6/21/10,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.882673,3.771213,'Inverness Japan','HIV test'
'Pre-PQ Process','Direct Drop',EXW,'N/A - From RDC','HIV Reveal G3 Rapid HIV-1 Antibody Test',Reveal,300mg,'Test kit',29.029029,21.551083,4.06453,'Ranbaxy Fine Chemicals LTD','HIV test'
FPQ-10349,'Direct Drop',EXW,8/13/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Alere Medical Co. Ltd.','HIV test'
FPQ-12634,'Direct Drop',EXW,8/6/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
FPQ-13125,'Direct Drop',EXW,11/21/13,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,15.234387,3.435994,'Standard Diagnostics Korea','HIV test'
'Pre-PQ Process','Direct Drop',EXW,5/27/09,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,52.019857,2.933166,'Inverness Japan','HIV test'
FPQ-7553,'Direct Drop',EXW,5/23/11,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Inverness Japan','HIV test'
FPQ-4867,'Direct Drop',EXW,1/12/10,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,20.064802,5.65682,'Chembio Diagnostics Sys. Inc.','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'ABBVIE GmbH & Co.KG Wiesbaden','HIV test'
'Pre-PQ Process','Direct Drop',EXW,5/13/08,'HIV 1/2 Capillus HIV Kit',Capillus,300mg,'Test kit',99.099099,103.296573,5.824429,'Trinity Biotech Plc','HIV test'
FPQ-6252,'Direct Drop',EXW,9/16/10,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,20.064802,5.65682,'Chembio Diagnostics Sys. Inc.','HIV test'
'Pre-PQ Process','Direct Drop',EXW,'N/A - From RDC','HIV 1/2 Capillus HIV Kit',Capillus,300mg,'Test kit',99.099099,130.049642,7.332914,'Not Applicable','HIV test'
'Pre-PQ Process','Direct Drop',DDP,4/28/08,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,63.166969,3.561701,'Inverness Japan','HIV test'
FPQ-11294,'Direct Drop',EXW,1/15/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
FPQ-15314,'Direct Drop',EXW,12/4/14,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
FPQ-7996,'Direct Drop',EXW,7/20/11,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,14.862816,3.352189,'Standard Diagnostics Korea','HIV test'
FPQ-8396,'Direct Drop',EXW,9/21/11,'HIV 1/2 OraQuick Advance HIV Rapid Antibody Kit',OraQuick,300mg,'Test kit',99.099099,260.099284,14.665829,'Pacific Biotech Thailand','HIV test'
FPQ-15314,'Direct Drop',EXW,12/4/14,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,23.037365,6.494867,'Chembio Diagnostics Sys. Inc.','HIV test'
FPQ-11295,'Direct Drop',EXW,1/15/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,68.368955,3.855018,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','Direct Drop',EXW,11/19/07,'HIV 1/2 Capillus HIV Kit',Capillus,300mg,'Test kit',99.099099,103.296573,5.824429,'Trinity Biotech Plc','HIV test'
FPQ-4157,'Direct Drop',EXW,9/3/09,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-10104,'Direct Drop',EXW,7/31/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','Direct Drop',EXW,11/16/07,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-9894,'Direct Drop',DDP,6/5/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,95.679379,5.405405,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','Direct Drop',EXW,'N/A - From RDC','HIV 1/2 Bioline 3.0 Kit (no accessories)',Bioline,300mg,'Test kit',29.029029,17.612437,3.310287,'Standard Diagnostics Korea','HIV test'
FPQ-16302,'Direct Drop',EXW,5/12/15,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-10018,'Direct Drop',EXW,6/14/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Alere Medical Co. Ltd.','HIV test'
FPQ-10396,'Direct Drop',EXW,10/4/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','Direct Drop',DDP,4/30/09,'HIV 1/2 Clearview Complete Kit',Clearview,300mg,'Test kit',24.024024,55.735561,12.57071,'Chembio Diagnostics Sys. Inc.','HIV test'
'Pre-PQ Process','Direct Drop',EXW,1/3/08,'HIV 1/2 Capillus HIV Kit',Capillus,300mg,'Test kit',99.099099,103.296573,5.824429,'Trinity Biotech Plc','HIV test'
'Pre-PQ Process','Direct Drop',EXW,10/18/07,'HIV 1/2/O First Response HIV 1-2.0 v.3.0 Cards Kit','First Response',300mg,'Test kit',29.029029,12.261823,2.30463,'Premier Med. Corp Ltd. India','HIV test'
FPQ-12197,'Direct Drop',EXW,5/29/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,0,0,'Alere Medical Co. Ltd.','HIV test'
FPQ-16001,'Direct Drop',EXW,3/16/15,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
'Pre-PQ Process','Direct Drop',EXW,4/4/09,'HIV 1/2 Bioline 3.0 Kit (no accessories)',Bioline,300mg,'Test kit',29.029029,17.835379,3.352189,'Standard Diagnostics Korea','HIV test'
FPQ-13998,'Direct Drop',EXW,4/29/14,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
FPQ-9211,'Direct Drop',EXW,1/27/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
FPQ-13602,'Direct Drop',EXW,2/27/14,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,23.037365,6.494867,'Chembio Diagnostics Sys. Inc.','HIV test'
FPQ-13874,'Direct Drop',EXW,4/3/14,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit',0,18.20695,102.6608,'KHB Test Kit Facility Shanghai China','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,59.443833,3.352189,'Inverness Japan','HIV test'
FPQ-7987,'Direct Drop',EXW,8/12/11,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-12197,'Direct Drop',EXW,5/29/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,0,0,'Alere Medical Co. Ltd.','HIV test'
FPQ-7909,'Direct Drop',EXW,7/18/11,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,14.862816,3.352189,'Standard Diagnostics Korea','HIV test'
FPQ-14253,'Direct Drop',EXW,7/9/14,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,23.037365,6.494867,'Chembio Diagnostics Sys. Inc.','HIV test'
FPQ-12041,'Direct Drop',EXW,5/21/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,74.314081,4.190237,'Alere Medical Co. Ltd.','HIV test'
FPQ-11881,'Direct Drop',EXW,4/11/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','Direct Drop',EXW,6/2/09,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
'Pre-PQ Process','Direct Drop',EXW,3/11/09,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,53.506138,3.01697,'Inverness Japan','HIV test'
'Pre-PQ Process','Direct Drop',EXW,'N/A - From RDC','HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,14.862816,3.352189,'Standard Diagnostics Korea','HIV test'
'Pre-PQ Process','Direct Drop',EXW,4/19/06,'HIV Genie II HIV-1/HIV-2 Kit',Genie,300mg,'Test kit',39.039039,55.99566,7.877645,'Bio-Rad Laboratories','HIV test'
FPQ-9180,'Direct Drop',EXW,4/9/12,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-16001,'Direct Drop',EXW,3/16/15,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-15323,'Direct Drop',EXW,11/19/14,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-10435,'Direct Drop',EXW,8/2/12,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit',0,18.20695,102.6608,'KHB Test Kit Facility Shanghai China','HIV test'
